Plarity,Text
N,کوئی لڑکی اگر گاڑی چلاتے ہوئے دائیں طرف کا انڈیکیٹر دے تو سمجھ جائیں کہ وہ بائیں طرف مڑنا چاہ رہی ہے پھر ٹائر کھولنے کی کوشش کرتی ہیں۔
N,انہیں دن کے وقت اوورٹیک کرتے ہوئے ’’ڈمر‘‘ دینا پڑ جائے توگاڑی کی پوری ہیڈ لائٹ آن کرلیتی ہیں۔
N,راستے میں اگرکوئی گاڑی کی ہیڈ لائٹس بندکرنے کا اشارہ کرے تو اُسے بیہودہ انسان تصور کرتے ہوئے گھور کر بڑبڑانے لگتی ہیں۔
Neu,میں نے ایک دفعہ سیکنڈ ہینڈ گاڑی خریدنی تھی جس کی مالکہ ایک خاتون تھی اور اس نے اشتہار میں لکھا تھا کہ اس کی گاڑی میں ’’پاور سٹیرنگ‘‘ ہے۔
N,میں نے ٹرائی لینے کے لیے گاڑی سٹارٹ کی تو سٹیئرنگ کو دائیں طرف گھمانے کی کوشش میں میرا کندھا اتر گیا۔
N,میں نے بے بسی سے پوچھا کہ ’’محترمہ آپ نے تو کہا تھا کہ پاورسٹیئرنگ ہے‘‘۔
N,اٹھلا کر بولیں’’ہاں تو کیا سٹیرنگ گھماتے ہوئے پاور نہیں لگ رہی؟
N,مرد کی گاڑی کے نیچے اگر کوئی آجائے تو وہ فوراً بریک لگا لیتا ہے جبکہ خواتین یہ سوچ کر پوری گاڑی اوپر سے گذاردیتی ہیں کہ کم بخت نیچے تو آہی گیا ہے اب بریک لگانے کا کیا فائدہ؟
N,ایسی خواتین کی گاڑی کی ٹینکی پٹرول سے آدھی بھری بھی ہوئی ہو تو یہ اپنی دو انگلیوں سے میٹر پراس کا درمیانی فاصلہ ماپ کر پٹرول پمپ والے سے لڑنے لگتی ہیں کہ تین ہزار کا اتنا سا پٹرول کیوں ڈالا ہے؟
N,ان میں سے اکثر کے پاس لائسنس نہیں ہوتا‘ اور جن کے پاس ہوتا ہے ان کے پاس بھی نہیں ہوتا بلکہ گھر پڑا ہوتاہے۔
P,خواتین کا کہنا ہے کہ وہ اگر گھر چلاسکتی ہیں تو گاڑی کیوں نہیں؟
P,صحیح کہتی ہیں۔
N,اگرانہیں گھر میں بندے کا بیڑا غرق کرنے کا حق حاصل ہے تو سڑکوں پر کیوں نہیں۔
P,خواتین کی کوشش ہوتی ہے کہ وہ پوری توجہ سے گاڑی چلائیں اور ڈرائیونگ کرتے ہوئے اِدھر اُدھر مت دیکھیں۔
N,اسی لیے ہر موڑ پر گاڑی پوری ذمہ داری سے کہیں نہ کہیں ٹھوک دیتی ہیں۔
P,اس کے باوجودخواتین کی ڈرائیونگ کے دو پہلو قابل تعریف ہیں۔
N,ایک یہ کہ مرد حضرات گرمی میں بغیر اے سی کی گاڑی چلا رہے ہوں تو ان کے ہاتھ مسلسل کچھ نہ کچھ کھجانے میں مصروف رہتے ہیں۔
P,تاہم خواتین پورے تحمل سے روبوٹ بنی بیٹھی رہتی ہیں۔
P,دوسرے یہ کہ خواتین کبھی تیز رفتاری کا مظاہرہ نہیں کرتیں۔
Neu,خود ہی سوچئے پہلے گیئر میں گاڑی زیادہ سے زیادہ کتنی تیز چل سکتی ہے؟
Neu,شدت پسندی اور معاشرے پر اس کے اثرات۔
Neu,اب تک میں نے ممتاز مفتی کی کتاب الکھ نگری نہیں پڑھی تھی تب تک میں سوچتا تھا کہ بندے کو جو کام بھی کرنا چاہئے وہ شدت کے ساتھ کرنا چاہئے۔
Neu,اس کام کے کرنے میں اتنی شدت ہونی چاہئے کہ بس آپ کو ہر جگہ وہی اور وہی اور بس وہی کام نظر آنا چاہئے۔
N,کوئی معیار نہیں ہونا چاہئے بس ایسا جنون ہو کہ جو ہر وقت ہر لمحہ بس اس کام کو کرنے کا حکم دے۔
Neu,جس طرح الکھ نگری کے مطابق قدرت اللہ شہاب سے مل کر ممتاز مفتی کے شدت پسندی کے بارے میں خیالات تبدیل ہو گئے ۔
P,ایسے ہی الکھ نگری پڑھنے کے بعد میرے خیالات بھی تبدیل ہو گئے کیونکہ جب میں نے اس کتاب کو پڑھا تھا تب میں نے شدت پسندی پر بہت سوچا۔
Neu,مختلف حوالوں سے جائزہ لیا۔
N,میرے خیال میں شدت پسندی زندگی کے ہر میدان میں آخر کار نقصان ہی دیتی ہے۔
Neu,ہو سکتا ہے میری سوچ غلط ہو لیکن فی الحال میں کچھ ایسا ہی سوچتا ہوں۔
N,ہو سکتا ہے کہ شدت پسندی کہیں پر فائدہ بھی دیتی ہو لیکن میری نظر میں ”عام طور“ پر اس کے فائدے سے زیادہ نقصانات ہیں۔
N,جب ہم کسی کام (چاہے کام اچھا ہی کیوں نہ ہو) کے معاملے میں شدت پسند بنتے ہیں تو ہمارا مقصد صرف وہی ایک کام بن کر رہ جاتا ہے۔
Neu,ہمارے دماغ پر وہی کام سوار ہو جاتا ہے تو ہمیں دنیا کا سب سے اچھا کام وہی لگنے لگتا ہے۔
N,بس پھر یہاں سے نقصانات شروع ہو جاتے ہیں۔
N,جب ایک ہی کام کا بھوت ہم پر سوار ہوتا ہے تو پھر ہم دیگر فرائض کو نظر انداز کرنا شروع کر دیتے ہیں۔
N,اس شدت پسندی کے بھوت کی وجہ سے ہمارا دل کرتا ہے کہ باقی لوگ بھی ہماری طرح دیگر کام چھوڑ کر یہی کام کریں جو ہم کر رہے ہیں۔
N,اصل ماحول تب خراب ہوتا ہے جب ہماری ٹکر کسی دوسرے اچھے کام کے شدت پسند سے ہوتی ہے۔
N,ہم پر ہمارے کام کا بھوت سوار ہوتا ہے تو دوسرے پر اس کے کام کا۔
Neu,ہم اسے اپنی طرف لانے کی کوشش کرتے ہیں تو وہ ہمیں اپنی طرف کھینچتا ہے۔
P,ہم کہتے ہیں ہمارا کام دنیا کا سب سے افضل کام ہے اور وہ کہتا ہے کہ میرا کام ہی اصل انسانیت ہے۔
N, بس پھر یہ کھینچا تانی، ضد میں تبدیل ہوتی ہے۔
N,ضد سے تھوڑا بڑھتی ہے تو انا کا مسئلہ آ جاتا ہے کہ اگر ہم نے ہار مان لی تو لوگ کیا کہیں گے۔
N,انا کو بچاتے بچاتے دوسرے کو دشمن سمجھنے لگتے ہیں اور پھر میدان جنگ سج جاتا ہے۔
N,یوں جنگ میں سب جائز قرار پاتا ہے تو دوسرے کو زیر کرنے کے لئے ہر قسم کے ہتھکنڈے استعمال ہوتے ہیں اور تمام حدیں عبور ہو جاتی ہیں۔
N,خاص طور پر جب یہ شدت پسندی نظریات میں آتی ہے تو پھر بے شمار نقصانات کرتی ہے۔
N,کئی دفعہ ہم شدت پسند ہوتے ہیں تو مخالفت میں بھی شدت پسند پیدا کر دیتے ہیں۔
N,فرض کریں میں اردو کے ساتھ لگاؤ میں شدت پسند بنتا ہوں تو ایک وقت آئے گا جب میں دوسری زبانوں فرض کر لیتے ہیں کہ انگلش سے نفرت کرنے لگوں گا اور چاہوں گا کہ لوگ انگلش مکمل چھوڑ دیں اور صرف اردو کی طرف ہی آ جائیں۔
N,بلکہ اگر میری شدت پسندی حدوں کو چھوئے گی تو میں یہاں تک سوچ جاؤں گا کہ جن کی مادری زبان انگلش ہے وہ بھی اردو کی طرف آ جائیں۔
N,ان حالات میں جب میں شدت پسندی پر اترے ہوئے انگلش کی مخالفت کر رہا ہوں گا تو جو لوگ انگلش کی طرف رغبت رکھتے ہیں پہلے وہ مجھے روکنے کی کوشش کریں گے۔
N,جب میں باز نہیں آؤں گا تو وہ تھوڑی سختی سے روکیں گے ۔
N,اس طرح کرتے کرتے وہ میری اور میرے نظریات کی مخالفت میں اردو کی بھی مخالفت شروع کر دیں۔
N,میں ان سے چڑوں گا اور وہ مجھ سے چڑیں گے۔
N,میں اپنی طاقت کے مطابق مخالفت کروں تو وہ اپنی طاقت کے مطابق کریں گے۔
N,یوں میری شدت پسندی کی مخالفت میں شدت پسندی وجود میں آئے گی اور مفت میں نقصان دو زبانوں کا ہو جائے گا۔
N,بے شک میرا اردو سے لگاؤ اپنی جگہ درست ہو لیکن میری شدت پسندی اس درست کو بھی غلط کر دے گی۔
N,یوں میں اردو کا فائدہ کرتے کرتے نقصان زیادہ کر جاؤں گا۔
N, بالکل اسی طرح لوگ مذہب، قوم اور علاقہ وغیرہ کی محبت جو کہ ایک فطرتی عمل ہے سے آگے بڑھتے بڑھتے شدت پسندی پر اتر آتے ہیں ۔ 
N, پھر ایسا میدان جنگ سجتا ہے کہ جس میں لڑائی تو ہوتی ہے لیکن اپنے ہی مذہب، اپنی ہی قوم اور اپنے ہی علاقہ کا نقصان تک کر دیتے ہیں۔
Neu,اس میں کوئی شک نہیں کہ کچھ لوگوں کا فطرتی طور پر رحجان کسی خاص شعبہ کی طرف ہوتا ہے۔
Neu,ٹھیک ہے آپ کا رحجان جس طرف ہے آپ وہ کام کریں۔
P,خوش اسلوبی سے کریں بس اپنے اندر شدت پسندی نہ لائیں۔
P,میانہ روی کا مظاہرہ کریں کیونکہ شدت پسندی انسان کو ان حدوں تک لے جاتی ہے جہاں پر انسان کو صرف اپنا کام ہی اچھا نظر آتا ہے اور باقی دنیا فضول لگتی ہے۔
P,شدت پسندی سے بچیں۔
P,میانہ روی کا مظاہرہ کریں۔
P,زندگی میں ایک سیدھا سا اصول بنائیں کہ بے شک آپ کا خدا سچا ہے اور دوسرے کا خدا جھوٹا ہے لیکن دوسرے کے خدا کو جھوٹا ثابت کرنے کی کوشش نہ کریں بلکہ اپنے خدا کی سچائی ثابت کریں۔
P,کیونکہ اگر آپ نے دوسرے کے خدا کو جھوٹا ثابت کر بھی دیا تو آپ کا خدا تو وہیں کا وہیں ہے اور اس کی سچائی ابھی ثابت کرنا باقی ہے جبکہ اگر آپ اپنے ایک خدا کی سچائی ثابت کر دیں گے تو باقی سارے خدا پھر۔
N,مقصد برائی لیکن وہ مخلص ہیں۔
N,ہمارے معاشرے کی اکثریت نظام کی خرابی کا سہرا حکمرانوں کے سر سجاتے ہیں۔
N,ٹھیک ہے ہمارے حکمران بھی ”ہماری“ طرح خراب ہیں۔
Neu,بالکل ایسا ہی ہے جی ”ہماری طرح“حکمران نہ تو کسی دوسرے سیارے سے آئے ہیں اور نہ ہی کوئی دوسری مخلوق ہیں۔
Neu,وہ بھی ہمارے ہی ”لگدے لائی دے“ ہیں۔
P,کبھی ہم نے غور کیا کہ اگر حکمران ٹھیک نہیں تو ہم کتنے ٹھیک ہیں؟
N,آج چھوٹی سی بات ہو ہم سفارش کروانے اور رشوت دینے کے لئے سب سے آگے ہوتے ہیں۔
Neu,یوں سفارش منظور کرنے والے اور رشوت لینے والے بھی تو اسی معاشرے کا حصہ ہیں۔
P,بلکہ میں تو کہوں گا وہ ہم سے بہتر کام کرنے والے اور اپنے مقصد کو حاصل کرنے کی جدوجہد کرنے والے ہیں۔
P,آپ خود سوچو! ان خراب حکمرانوں سے نجات حاصل کرنے یا نظام کی بہتری کے لئے ہم نے ان کا مقابلہ کرنے یا اچھائی کے لئے کیا کیا؟
N,ہم بڑی آسانی سے حکمرانوں کو قصوروار کہہ کر پھر اپنی دنیا میں مست ہو جاتے ہیں۔
N,تھوڑا سا سوچو! یہی ہمارے حکمران جنہیں ہم نالائق کہتے ہیں لیکن وہ اپنے کام اور مقصد کے لئے ہم سے زیادہ محنت کرتے ہیں۔
N,اب ان کا کام اور مقصد ہی برائی کرنا ہے تو وہ برائی کرنے کے لئے کیا کیا نہیں کرتے۔
N,بچپن سے لے کر مرنے تک دشمن کے ڈر اور خوف میں رہتے ہیں۔
Neu,میڈیا سے بچتے بچاتے اپنا کام کرتے ہیں۔
Neu,کئی کئی سال جیلوں میں گذارتے ہیں۔
N,اپنے مقصد کے لئے اپنے رشتہ داروں کو گنواتے ہیں۔
N,سوچ سوچ کر پلان بناتے ہوئے پاگل ہو جاتے ہیں۔
P,راتوں کو جاگ جاگ کر میٹنگز کرتے ہیں۔
P,اپنے مقصد کے لئے دن رات لوگوں سے ملتے ہیں۔
Neu,کسی کو توڑتے ہیں تو کسی کو اپنے ساتھ جوڑتے ہیں۔
P,اپنے مقصد کے لئے انہوں نے ایک منظم گروہ تیار کر رکھا ہے۔
P, ایک مرتا ہے تو اس کا بیٹا، بیٹی یا دیگر کوئی وارث اس کی جگہ لے کر اپنے کام کو مزید آگے بڑھاتا ہے۔
